,Middle Layer Super Output Areas Code,age,Count
3988,W02000418,80-90,625
3989,W02000418,90-100,93
3990,W02000419,0-10,1487
3991,W02000419,10-20,1201
3992,W02000419,20-30,1226
3993,W02000419,30-40,1321
3994,W02000419,40-50,1266
3995,W02000419,50-60,1586
3996,W02000419,60-70,1469
3997,W02000419,70-80,1197
3998,W02000419,80-90,541
3999,W02000419,90-100,61
4000,W02000421,0-10,1129
4001,W02000421,10-20,1204
4002,W02000421,20-30,983
4003,W02000421,30-40,1079
4004,W02000421,40-50,1300
4005,W02000421,50-60,1901
4006,W02000421,60-70,1704
4007,W02000421,70-80,1413
4008,W02000421,80-90,650
4009,W02000421,90-100,121
4010,W02000422,0-10,611
4011,W02000422,10-20,272
4012,W02000422,20-30,2805
4013,W02000422,30-40,1797
4014,W02000422,40-50,685
4015,W02000422,50-60,560
4016,W02000422,60-70,394
4017,W02000422,70-80,199
4018,W02000422,80-90,59
4019,W02000422,90-100,6
4020,W02000423,0-10,1024
4021,W02000423,10-20,1250
4022,W02000423,20-30,3095
4023,W02000423,30-40,1814
4024,W02000423,40-50,899
4025,W02000423,50-60,747
4026,W02000423,60-70,569
4027,W02000423,70-80,344
4028,W02000423,80-90,245
4029,W02000423,90-100,40
4030,W02000424,0-10,587
4031,W02000424,10-20,623
4032,W02000424,20-30,588
4033,W02000424,30-40,639
4034,W02000424,40-50,813
4035,W02000424,50-60,1041
4036,W02000424,60-70,992
4037,W02000424,70-80,929
4038,W02000424,80-90,389
4039,W02000424,90-100,78
4040,W02000425,0-10,735
4041,W02000425,10-20,777
4042,W02000425,20-30,1101
4043,W02000425,30-40,1226
4044,W02000425,40-50,1268
4045,W02000425,50-60,1302
4046,W02000425,60-70,890
4047,W02000425,70-80,728
4048,W02000425,80-90,262
4049,W02000425,90-100,49
4050,W02000426,0-10,1134
4051,W02000426,10-20,1025
4052,W02000426,20-30,974
4053,W02000426,30-40,1058
4054,W02000426,40-50,1248
4055,W02000426,50-60,1375
4056,W02000426,60-70,1285
4057,W02000426,70-80,1169
4058,W02000426,80-90,554
4059,W02000426,90-100,68
4060,W02000427,0-10,1282
4061,W02000427,10-20,1281
4062,W02000427,20-30,1322
4063,W02000427,30-40,1253
4064,W02000427,40-50,1370
4065,W02000427,50-60,1605
4066,W02000427,60-70,1437
4067,W02000427,70-80,1073
4068,W02000427,80-90,449
4069,W02000427,90-100,66
4070,W02000428,0-10,1037
4071,W02000428,10-20,1458
4072,W02000428,20-30,991
4073,W02000428,30-40,1125
4074,W02000428,40-50,1158
4075,W02000428,50-60,1497
4076,W02000428,60-70,1242
4077,W02000428,70-80,1290
4078,W02000428,80-90,613
4079,W02000428,90-100,85
