,Middle Layer Super Output Areas Code,Middle Layer Super Output Areas Label,Marital and civil partnership status (12 categories) Code,Marital and civil partnership status (12 categories) Label,Count
83610,W02000122,Ceredigion 007,6,"Separated, but still married",83
83611,W02000122,Ceredigion 007,7,"Separated, but still in a registered civil partnership",1
83612,W02000122,Ceredigion 007,8,Divorced,530
83613,W02000122,Ceredigion 007,9,Formerly in a civil partnership now legally dissolved,0
83614,W02000122,Ceredigion 007,10,Widowed,405
83615,W02000122,Ceredigion 007,11,Surviving partner from civil partnership,0
83616,W02000123,Ceredigion 008,-8,Does not apply,1212
83617,W02000123,Ceredigion 008,1,Never married and never registered a civil partnership,2186
83618,W02000123,Ceredigion 008,2,Married: Opposite sex,2964
83619,W02000123,Ceredigion 008,3,Married: Same sex,21
83620,W02000123,Ceredigion 008,4,In a registered civil partnership: Opposite sex,6
83621,W02000123,Ceredigion 008,5,In a registered civil partnership: Same sex,13
83622,W02000123,Ceredigion 008,6,"Separated, but still married",126
83623,W02000123,Ceredigion 008,7,"Separated, but still in a registered civil partnership",5
83624,W02000123,Ceredigion 008,8,Divorced,639
83625,W02000123,Ceredigion 008,9,Formerly in a civil partnership now legally dissolved,3
83626,W02000123,Ceredigion 008,10,Widowed,498
83627,W02000123,Ceredigion 008,11,Surviving partner from civil partnership,0
83628,W02000124,Ceredigion 009,-8,Does not apply,1378
83629,W02000124,Ceredigion 009,1,Never married and never registered a civil partnership,2366
83630,W02000124,Ceredigion 009,2,Married: Opposite sex,3234
83631,W02000124,Ceredigion 009,3,Married: Same sex,13
83632,W02000124,Ceredigion 009,4,In a registered civil partnership: Opposite sex,10
83633,W02000124,Ceredigion 009,5,In a registered civil partnership: Same sex,12
83634,W02000124,Ceredigion 009,6,"Separated, but still married",144
83635,W02000124,Ceredigion 009,7,"Separated, but still in a registered civil partnership",1
83636,W02000124,Ceredigion 009,8,Divorced,823
83637,W02000124,Ceredigion 009,9,Formerly in a civil partnership now legally dissolved,0
83638,W02000124,Ceredigion 009,10,Widowed,689
83639,W02000124,Ceredigion 009,11,Surviving partner from civil partnership,0
83640,W02000125,Ceredigion 010,-8,Does not apply,1050
83641,W02000125,Ceredigion 010,1,Never married and never registered a civil partnership,1899
83642,W02000125,Ceredigion 010,2,Married: Opposite sex,3118
83643,W02000125,Ceredigion 010,3,Married: Same sex,23
83644,W02000125,Ceredigion 010,4,In a registered civil partnership: Opposite sex,6
83645,W02000125,Ceredigion 010,5,In a registered civil partnership: Same sex,13
83646,W02000125,Ceredigion 010,6,"Separated, but still married",102
83647,W02000125,Ceredigion 010,7,"Separated, but still in a registered civil partnership",1
83648,W02000125,Ceredigion 010,8,Divorced,687
83649,W02000125,Ceredigion 010,9,Formerly in a civil partnership now legally dissolved,1
83650,W02000125,Ceredigion 010,10,Widowed,545
83651,W02000125,Ceredigion 010,11,Surviving partner from civil partnership,1
83652,W02000126,Pembrokeshire 001,-8,Does not apply,1298
83653,W02000126,Pembrokeshire 001,1,Never married and never registered a civil partnership,2168
83654,W02000126,Pembrokeshire 001,2,Married: Opposite sex,3394
83655,W02000126,Pembrokeshire 001,3,Married: Same sex,15
83656,W02000126,Pembrokeshire 001,4,In a registered civil partnership: Opposite sex,10
83657,W02000126,Pembrokeshire 001,5,In a registered civil partnership: Same sex,6
83658,W02000126,Pembrokeshire 001,6,"Separated, but still married",122
83659,W02000126,Pembrokeshire 001,7,"Separated, but still in a registered civil partnership",0
83660,W02000126,Pembrokeshire 001,8,Divorced,685
83661,W02000126,Pembrokeshire 001,9,Formerly in a civil partnership now legally dissolved,2
83662,W02000126,Pembrokeshire 001,10,Widowed,519
83663,W02000126,Pembrokeshire 001,11,Surviving partner from civil partnership,2
83664,W02000127,Pembrokeshire 002,-8,Does not apply,1524
83665,W02000127,Pembrokeshire 002,1,Never married and never registered a civil partnership,2581
83666,W02000127,Pembrokeshire 002,2,Married: Opposite sex,3724
83667,W02000127,Pembrokeshire 002,3,Married: Same sex,7
83668,W02000127,Pembrokeshire 002,4,In a registered civil partnership: Opposite sex,10
83669,W02000127,Pembrokeshire 002,5,In a registered civil partnership: Same sex,14
83670,W02000127,Pembrokeshire 002,6,"Separated, but still married",189
83671,W02000127,Pembrokeshire 002,7,"Separated, but still in a registered civil partnership",1
83672,W02000127,Pembrokeshire 002,8,Divorced,881
83673,W02000127,Pembrokeshire 002,9,Formerly in a civil partnership now legally dissolved,2
83674,W02000127,Pembrokeshire 002,10,Widowed,695
83675,W02000127,Pembrokeshire 002,11,Surviving partner from civil partnership,0
83676,W02000128,Pembrokeshire 003,-8,Does not apply,1012
83677,W02000128,Pembrokeshire 003,1,Never married and never registered a civil partnership,1874
83678,W02000128,Pembrokeshire 003,2,Married: Opposite sex,3095
83679,W02000128,Pembrokeshire 003,3,Married: Same sex,10
83680,W02000128,Pembrokeshire 003,4,In a registered civil partnership: Opposite sex,6
83681,W02000128,Pembrokeshire 003,5,In a registered civil partnership: Same sex,11
83682,W02000128,Pembrokeshire 003,6,"Separated, but still married",123
83683,W02000128,Pembrokeshire 003,7,"Separated, but still in a registered civil partnership",0
83684,W02000128,Pembrokeshire 003,8,Divorced,600
83685,W02000128,Pembrokeshire 003,9,Formerly in a civil partnership now legally dissolved,2
83686,W02000128,Pembrokeshire 003,10,Widowed,503
83687,W02000128,Pembrokeshire 003,11,Surviving partner from civil partnership,1
83688,W02000129,Pembrokeshire 004,-8,Does not apply,1257
83689,W02000129,Pembrokeshire 004,1,Never married and never registered a civil partnership,1612
83690,W02000129,Pembrokeshire 004,2,Married: Opposite sex,3256
83691,W02000129,Pembrokeshire 004,3,Married: Same sex,12
83692,W02000129,Pembrokeshire 004,4,In a registered civil partnership: Opposite sex,10
83693,W02000129,Pembrokeshire 004,5,In a registered civil partnership: Same sex,10
83694,W02000129,Pembrokeshire 004,6,"Separated, but still married",110
83695,W02000129,Pembrokeshire 004,7,"Separated, but still in a registered civil partnership",1
83696,W02000129,Pembrokeshire 004,8,Divorced,532
83697,W02000129,Pembrokeshire 004,9,Formerly in a civil partnership now legally dissolved,2
83698,W02000129,Pembrokeshire 004,10,Widowed,424
83699,W02000129,Pembrokeshire 004,11,Surviving partner from civil partnership,0
83700,W02000130,Pembrokeshire 005,-8,Does not apply,1386
83701,W02000130,Pembrokeshire 005,1,Never married and never registered a civil partnership,2166
83702,W02000130,Pembrokeshire 005,2,Married: Opposite sex,1962
83703,W02000130,Pembrokeshire 005,3,Married: Same sex,16
83704,W02000130,Pembrokeshire 005,4,In a registered civil partnership: Opposite sex,2
83705,W02000130,Pembrokeshire 005,5,In a registered civil partnership: Same sex,10
83706,W02000130,Pembrokeshire 005,6,"Separated, but still married",156
83707,W02000130,Pembrokeshire 005,7,"Separated, but still in a registered civil partnership",4
83708,W02000130,Pembrokeshire 005,8,Divorced,650
83709,W02000130,Pembrokeshire 005,9,Formerly in a civil partnership now legally dissolved,1
83710,W02000130,Pembrokeshire 005,10,Widowed,354
83711,W02000130,Pembrokeshire 005,11,Surviving partner from civil partnership,0
83712,W02000131,Pembrokeshire 006,-8,Does not apply,1371
83713,W02000131,Pembrokeshire 006,1,Never married and never registered a civil partnership,2051
83714,W02000131,Pembrokeshire 006,2,Married: Opposite sex,2457
83715,W02000131,Pembrokeshire 006,3,Married: Same sex,17
83716,W02000131,Pembrokeshire 006,4,In a registered civil partnership: Opposite sex,2
83717,W02000131,Pembrokeshire 006,5,In a registered civil partnership: Same sex,6
83718,W02000131,Pembrokeshire 006,6,"Separated, but still married",137
83719,W02000131,Pembrokeshire 006,7,"Separated, but still in a registered civil partnership",0
83720,W02000131,Pembrokeshire 006,8,Divorced,671
83721,W02000131,Pembrokeshire 006,9,Formerly in a civil partnership now legally dissolved,3
83722,W02000131,Pembrokeshire 006,10,Widowed,491
83723,W02000131,Pembrokeshire 006,11,Surviving partner from civil partnership,0
83724,W02000132,Pembrokeshire 007,-8,Does not apply,1048
83725,W02000132,Pembrokeshire 007,1,Never married and never registered a civil partnership,1784
83726,W02000132,Pembrokeshire 007,2,Married: Opposite sex,2937
83727,W02000132,Pembrokeshire 007,3,Married: Same sex,21
83728,W02000132,Pembrokeshire 007,4,In a registered civil partnership: Opposite sex,3
83729,W02000132,Pembrokeshire 007,5,In a registered civil partnership: Same sex,7
83730,W02000132,Pembrokeshire 007,6,"Separated, but still married",108
83731,W02000132,Pembrokeshire 007,7,"Separated, but still in a registered civil partnership",2
83732,W02000132,Pembrokeshire 007,8,Divorced,572
83733,W02000132,Pembrokeshire 007,9,Formerly in a civil partnership now legally dissolved,0
83734,W02000132,Pembrokeshire 007,10,Widowed,499
83735,W02000132,Pembrokeshire 007,11,Surviving partner from civil partnership,0
83736,W02000133,Pembrokeshire 008,-8,Does not apply,1324
83737,W02000133,Pembrokeshire 008,1,Never married and never registered a civil partnership,1875
83738,W02000133,Pembrokeshire 008,2,Married: Opposite sex,3672
83739,W02000133,Pembrokeshire 008,3,Married: Same sex,11
83740,W02000133,Pembrokeshire 008,4,In a registered civil partnership: Opposite sex,4
83741,W02000133,Pembrokeshire 008,5,In a registered civil partnership: Same sex,6
83742,W02000133,Pembrokeshire 008,6,"Separated, but still married",120
83743,W02000133,Pembrokeshire 008,7,"Separated, but still in a registered civil partnership",0
83744,W02000133,Pembrokeshire 008,8,Divorced,674
83745,W02000133,Pembrokeshire 008,9,Formerly in a civil partnership now legally dissolved,2
83746,W02000133,Pembrokeshire 008,10,Widowed,589
83747,W02000133,Pembrokeshire 008,11,Surviving partner from civil partnership,0
83748,W02000134,Pembrokeshire 009,-8,Does not apply,1353
83749,W02000134,Pembrokeshire 009,1,Never married and never registered a civil partnership,1986
83750,W02000134,Pembrokeshire 009,2,Married: Opposite sex,3635
83751,W02000134,Pembrokeshire 009,3,Married: Same sex,17
83752,W02000134,Pembrokeshire 009,4,In a registered civil partnership: Opposite sex,2
83753,W02000134,Pembrokeshire 009,5,In a registered civil partnership: Same sex,13
83754,W02000134,Pembrokeshire 009,6,"Separated, but still married",123
83755,W02000134,Pembrokeshire 009,7,"Separated, but still in a registered civil partnership",0
83756,W02000134,Pembrokeshire 009,8,Divorced,696
83757,W02000134,Pembrokeshire 009,9,Formerly in a civil partnership now legally dissolved,2
83758,W02000134,Pembrokeshire 009,10,Widowed,504
83759,W02000134,Pembrokeshire 009,11,Surviving partner from civil partnership,1
83760,W02000135,Pembrokeshire 010,-8,Does not apply,1418
83761,W02000135,Pembrokeshire 010,1,Never married and never registered a civil partnership,2140
83762,W02000135,Pembrokeshire 010,2,Married: Opposite sex,2446
83763,W02000135,Pembrokeshire 010,3,Married: Same sex,19
83764,W02000135,Pembrokeshire 010,4,In a registered civil partnership: Opposite sex,8
83765,W02000135,Pembrokeshire 010,5,In a registered civil partnership: Same sex,4
83766,W02000135,Pembrokeshire 010,6,"Separated, but still married",157
83767,W02000135,Pembrokeshire 010,7,"Separated, but still in a registered civil partnership",0
83768,W02000135,Pembrokeshire 010,8,Divorced,651
83769,W02000135,Pembrokeshire 010,9,Formerly in a civil partnership now legally dissolved,2
83770,W02000135,Pembrokeshire 010,10,Widowed,504
83771,W02000135,Pembrokeshire 010,11,Surviving partner from civil partnership,0
83772,W02000136,Pembrokeshire 011,-8,Does not apply,1121
83773,W02000136,Pembrokeshire 011,1,Never married and never registered a civil partnership,1796
83774,W02000136,Pembrokeshire 011,2,Married: Opposite sex,3723
83775,W02000136,Pembrokeshire 011,3,Married: Same sex,14
83776,W02000136,Pembrokeshire 011,4,In a registered civil partnership: Opposite sex,1
83777,W02000136,Pembrokeshire 011,5,In a registered civil partnership: Same sex,15
83778,W02000136,Pembrokeshire 011,6,"Separated, but still married",120
83779,W02000136,Pembrokeshire 011,7,"Separated, but still in a registered civil partnership",0
83780,W02000136,Pembrokeshire 011,8,Divorced,779
83781,W02000136,Pembrokeshire 011,9,Formerly in a civil partnership now legally dissolved,0
83782,W02000136,Pembrokeshire 011,10,Widowed,733
83783,W02000136,Pembrokeshire 011,11,Surviving partner from civil partnership,0
83784,W02000137,Pembrokeshire 012,-8,Does not apply,1508
83785,W02000137,Pembrokeshire 012,1,Never married and never registered a civil partnership,2299
83786,W02000137,Pembrokeshire 012,2,Married: Opposite sex,2369
83787,W02000137,Pembrokeshire 012,3,Married: Same sex,14
83788,W02000137,Pembrokeshire 012,4,In a registered civil partnership: Opposite sex,0
83789,W02000137,Pembrokeshire 012,5,In a registered civil partnership: Same sex,11
83790,W02000137,Pembrokeshire 012,6,"Separated, but still married",123
83791,W02000137,Pembrokeshire 012,7,"Separated, but still in a registered civil partnership",0
83792,W02000137,Pembrokeshire 012,8,Divorced,660
83793,W02000137,Pembrokeshire 012,9,Formerly in a civil partnership now legally dissolved,0
83794,W02000137,Pembrokeshire 012,10,Widowed,463
83795,W02000137,Pembrokeshire 012,11,Surviving partner from civil partnership,0
83796,W02000138,Pembrokeshire 013,-8,Does not apply,1834
83797,W02000138,Pembrokeshire 013,1,Never married and never registered a civil partnership,3029
83798,W02000138,Pembrokeshire 013,2,Married: Opposite sex,2985
83799,W02000138,Pembrokeshire 013,3,Married: Same sex,22
83800,W02000138,Pembrokeshire 013,4,In a registered civil partnership: Opposite sex,6
83801,W02000138,Pembrokeshire 013,5,In a registered civil partnership: Same sex,6
83802,W02000138,Pembrokeshire 013,6,"Separated, but still married",246
83803,W02000138,Pembrokeshire 013,7,"Separated, but still in a registered civil partnership",2
83804,W02000138,Pembrokeshire 013,8,Divorced,940
83805,W02000138,Pembrokeshire 013,9,Formerly in a civil partnership now legally dissolved,2
83806,W02000138,Pembrokeshire 013,10,Widowed,582
83807,W02000138,Pembrokeshire 013,11,Surviving partner from civil partnership,3
83808,W02000139,Pembrokeshire 014,-8,Does not apply,1126
83809,W02000139,Pembrokeshire 014,1,Never married and never registered a civil partnership,1643
83810,W02000139,Pembrokeshire 014,2,Married: Opposite sex,3693
83811,W02000139,Pembrokeshire 014,3,Married: Same sex,7
83812,W02000139,Pembrokeshire 014,4,In a registered civil partnership: Opposite sex,8
83813,W02000139,Pembrokeshire 014,5,In a registered civil partnership: Same sex,10
83814,W02000139,Pembrokeshire 014,6,"Separated, but still married",90
83815,W02000139,Pembrokeshire 014,7,"Separated, but still in a registered civil partnership",1
83816,W02000139,Pembrokeshire 014,8,Divorced,578
83817,W02000139,Pembrokeshire 014,9,Formerly in a civil partnership now legally dissolved,0
83818,W02000139,Pembrokeshire 014,10,Widowed,570
83819,W02000139,Pembrokeshire 014,11,Surviving partner from civil partnership,0
